course_title,course_field,diff_level
Learn to Play Bassoon: Beginner to Pro in Under Four Hours!,Musical Instruments,Beginner Level
The 7 Day Guitar Method,Musical Instruments,All Levels
Instant Harmonica - play Star Wars + the Lion Sleeps now!,Musical Instruments,All Levels
Instant harmonica - play Adele's wonderful 'Hello' today!,Musical Instruments,All Levels
Guitar Strumming 101 - Have More Fun Playing Songs You Love,Musical Instruments,Beginner Level
Master Oboe Playing: Intermediate Instruction Made Simple!,Musical Instruments,Intermediate Level
Drum Set for Beginners,Musical Instruments,Beginner Level
Guitar Lessons - Economy Picking Essentials,Musical Instruments,Intermediate Level
Blues Guitar Lessons - Blues Guitar - Robert Johnson,Musical Instruments,Intermediate Level
TAKE NOTE BEGINNER CLARINET!  –  Fun with Fundamental Skills,Musical Instruments,Beginner Level
Learn to Play Irish Fiddle,Musical Instruments,Beginner Level
Hands-On Guitar: The Beginner's Guide,Musical Instruments,Beginner Level
Slap Bass For Beginners,Musical Instruments,All Levels
Piano Lessons for Beginners Made Easy,Musical Instruments,Beginner Level
Horn Pro Series - You're going to love playing French Horn,Musical Instruments,All Levels
Instant Harmonica - play the Irish tune Whiskey in the Jar!,Musical Instruments,All Levels
Didgeridoo - from zero to HERO! Part Three. Advanced level.,Musical Instruments,Expert Level
Saxophone Pro Series - You're going to love practicing Sax,Musical Instruments,All Levels
Easy Piano for Kids - Complete Beginner Piano Course,Musical Instruments,Beginner Level
Guitar Lessons - Two Handed Tapping Essentials,Musical Instruments,Intermediate Level
Clarinet Pro Series - Fall in love with the Clarinet,Musical Instruments,All Levels
Advanced Trumpet Studies - Learn to Master the Trumpet!​,Musical Instruments,Intermediate Level
Poldark TV series Soundtracks for Piano-Quicklessons,Musical Instruments,Beginner Level
Master the Saxophone: Intermediate Instruction Made Simple!,Musical Instruments,Intermediate Level
You Can Play Jazz Saxophone,Musical Instruments,Beginner Level
"Improvise Puccini´s 'E Lucevan le Stelle on Piano""",Musical Instruments,All Levels
Building Up To Barre Chords,Musical Instruments,All Levels
Learn the Violin - Bowing Techniques,Musical Instruments,Intermediate Level
Blues Guitar Lessons - Volume 3 - Minor Blues Essentials,Musical Instruments,All Levels
Back 2 The Basics,Musical Instruments,All Levels
Play the Jews Harp - instant skills for non musicians.,Musical Instruments,Intermediate Level
Master Trumpet Playing: Intermediate Instruction Made Simple,Musical Instruments,Intermediate Level
Practical Guitar Theory: Level 1,Musical Instruments,All Levels
Instant harmonica - enjoy playing Silent Night tonight!,Musical Instruments,All Levels
HARP&SOUL  |  Learn the Secrets of the Harmonica,Musical Instruments,All Levels
"Play Leyenda, Canarios, and Bach on Classical Guitar",Musical Instruments,Intermediate Level
Instant Harmonica - play the cool tune Dirty Old Town now!,Musical Instruments,All Levels
Ultimate Beginner Guitar Guide - Both Acoustic & Electric ,Musical Instruments,Beginner Level
Guitar Lessons : Rock Guitar in 1 Day!,Musical Instruments,Beginner Level
Tenor Banjo,Musical Instruments,Intermediate Level
Introduction to Lead Guitar,Musical Instruments,Intermediate Level
Piano With Willie: Basics of Improvisation,Musical Instruments,Beginner Level
Euphonium Pro Series - Fall in love with the Euphonium,Musical Instruments,All Levels
Pure Rock Guitar : Play Like the Gods of Rock!,Musical Instruments,All Levels
Master the French Horn: Intermediate Instruction Made Simple,Musical Instruments,Intermediate Level
Classical Guitar Technique: 80/20,Musical Instruments,All Levels
Total beginner to intermediate guitar - Learn to play by ear,Musical Instruments,Beginner Level
Aprende escalas y arpegios  Vol. I: Modo mayor,Musical Instruments,Beginner Level
Aprende a tocar Guitarra RAPIDO y FACIL con Guitarsimple,Musical Instruments,Beginner Level
Ukulele lernen für Papas mit Bruder Jakob,Musical Instruments,Beginner Level
Tin Whistle Básico,Musical Instruments,Beginner Level
Leve a sua técnica de pedal duplo para um novo patamar,Musical Instruments,Intermediate Level
Sevillanas con Castañuelas - Baile y toque al mismo tiempo,Musical Instruments,All Levels
見てわかる！やさしく独習アコギ（入門編）TAKA先生のアコースティックギターレッスンⅠ,Musical Instruments,Beginner Level
【すぐに覚える！】ASALATO-アサラト(打楽器)初心者向け入門講座,Musical Instruments,Beginner Level
Aprende a Tocar Teclado - Piano,Musical Instruments,All Levels
Castañuelas por Sevillanas - Curso del toque de castañuelas,Musical Instruments,All Levels
Aprende a tocar el acordeón de botones,Musical Instruments,Beginner Level
Aprende a tocar Música Cristiana en el piano y teclado,Musical Instruments,All Levels
Easy Guitar Songwriting And Harmony,Musical Instruments,Beginner Level
How to play easy tunes on the harmonica - just the basics,Musical Instruments,Beginner Level
Rhythm to Rock Drum Lessons 2,Musical Instruments,Beginner Level
Instant Harmonica - play Over the Rainbow + Skye Boat now!,Musical Instruments,All Levels
Bagpipe Instruction For Beginners,Musical Instruments,Beginner Level
"Flute Solos: Learn how to Perform Three Fun, Unique Pieces",Musical Instruments,All Levels
Rhythm to Rock Drum Lessons 3,Musical Instruments,Beginner Level
Guitar Lessons - Sweep Picking Arpeggio Essentials,Musical Instruments,Intermediate Level
Painless Piano!,Musical Instruments,Beginner Level
Beginning Flute Lessons,Musical Instruments,Beginner Level
Piano Lesson Variety,Musical Instruments,Intermediate Level
Pop and Jazz Keyboards and Harmony (beginner level),Musical Instruments,Beginner Level
Starting to play the blues on your harmonica in easy steps ,Musical Instruments,Intermediate Level
Learn the Viola - Scales and Fundamentals,Musical Instruments,Beginner Level
"Learn to Play 'Let It Snow on Piano""",Musical Instruments,Intermediate Level
Instant Harmonica - play the Irish anthem Danny Boy today!,Musical Instruments,All Levels
Piano Building Blocks: Learn Chord Additions & Variations,Musical Instruments,Beginner Level
Advanced Saxophone Studies - Learn to Master the Saxophone!,Musical Instruments,Intermediate Level
Killer Harmonica sounds using the tongue and bending notes ,Musical Instruments,Intermediate Level
Instant Harmonica - play When the Saints on harmonica now!,Musical Instruments,Beginner Level
Strumming the Guitar - 5 Lessons on Strum Patterns,Musical Instruments,Beginner Level
Learn Piano Online-Keys to the Keyboard,Musical Instruments,Beginner Level
Ukulele Lessons For Beginners - Fast Track Your Learning,Musical Instruments,Beginner Level
Blues Guitar Lessons - Ragtime Blues Guitar,Musical Instruments,Expert Level
Getting Started with Power Chords,Musical Instruments,Beginner Level
Blues Master - Professional Techniques Piano Course,Musical Instruments,All Levels
Drumming 101: The Essential Elements,Musical Instruments,Beginner Level
Flute Lessons For Beginners,Musical Instruments,Beginner Level
Guitar for Christmas!,Musical Instruments,Beginner Level
Learn Piano Online-Nocturnal Piano Solo,Musical Instruments,Intermediate Level
Guitar Chords and Basic Strumming,Musical Instruments,Beginner Level
Getting Started on the Acoustic Guitar,Musical Instruments,Beginner Level
Learn Piano Online-In the Garden Piano Solo,Musical Instruments,Intermediate Level
Saxophone Essentials: Beginners Course,Musical Instruments,Beginner Level
Learn To Play The Guitar In A Day,Musical Instruments,Beginner Level
88 Logic - The Essential Guide To Learning Piano,Musical Instruments,Beginner Level
Tuba Solos: Learn how to Perform Three Fun and Unique Pieces,Musical Instruments,Intermediate Level
Instant Harmonica - play Dylan's Like a Rolling Stone now!,Musical Instruments,All Levels
Advanced Oboe Studies - Become a Master Oboist!​,Musical Instruments,Expert Level
Instant Harmonica - play 'I just called to say I love you',Musical Instruments,All Levels
Jazz piano improvisation: The girl form Ipanema. Bossa nova,Musical Instruments,All Levels
Drum Lessons For Beginners,Musical Instruments,Beginner Level
Piano With Willie: Jazz Kids - Vol 3,Musical Instruments,Beginner Level
Quick Piano Lessons - Tutorials for Drake's Greatest Hits,Musical Instruments,All Levels
"Bluegrass Guitar Essentials: Webisodes 13, 14, & 15",Musical Instruments,Intermediate Level
Guitar - Rock - Beginner with Marc Seal,Musical Instruments,All Levels
"Oboe Solos: Learn to Perform Three Fun, Unique Pieces!",Musical Instruments,All Levels
Bluegrass Guitar Essentials: Webisodes 11 & 12,Musical Instruments,All Levels
Advanced Horn Studies - Learn to Master the French Horn!​,Musical Instruments,All Levels
Learn To Play Guitar Complete Beginners Quick Start,Musical Instruments,Beginner Level
Piano With Willie: Jazz Kids - Vol 4,Musical Instruments,Intermediate Level
Instant Harmonica - play the old Popeye Spinach song now !,Musical Instruments,Beginner Level
Piano With Willie: Jazz Kids - Vol 2,Musical Instruments,Beginner Level
Practice guitar with no previous experience and become a pro,Musical Instruments,Beginner Level
The Music Coach Online Spirit Drum Course,Musical Instruments,Beginner Level
Make Electronic Music with the iPad,Musical Instruments,Beginner Level
Learn Loreena McKennitt Songs-Quicklessons Piano Course,Musical Instruments,All Levels
Guitar 201: Breakthroughs,Musical Instruments,Beginner Level
Major Scales and Modes for Chromatic Harmonica,Musical Instruments,All Levels
Play Guitar with Rhythm - 5 Easy Lessons,Musical Instruments,Beginner Level
Coaching Bundle: Guitar for Music Educators: Part 1,Musical Instruments,All Levels
Coaching Bundle: Guitar for Music Educators: Part 2,Musical Instruments,All Levels
Ukulele 3:  Intermediate,Musical Instruments,Intermediate Level
"Beginners Guitar Course - 'Try it and love it method""",Musical Instruments,Beginner Level
Coaching Course: Rhythm Instruction for Music Educators P1,Musical Instruments,All Levels
Learn Pirates of the Caribbean by Ear on the Piano,Musical Instruments,All Levels
Coaching Course: Rhythm Instruction for Music Educators P2,Musical Instruments,All Levels
4 Week Rhythm Mastery,Musical Instruments,Beginner Level
Tune that Sour Note on Your Piano,Musical Instruments,All Levels
Learn Vikings Soundtracks on the Piano by Ear,Musical Instruments,All Levels
Learn to Play Piano Like a Pro - Easy Piano Course 1,Musical Instruments,Beginner Level
ABRSM Grade III Piano Class - Handel Sonatina in G 2017-2018,Musical Instruments,Beginner Level
Instant Harmonica - play 12 bar blues Big Walter style now!,Musical Instruments,All Levels
Fingerpicking Blues Guitar Lessons - Bottleneck Guitar,Musical Instruments,Intermediate Level
Spice up your playing with some easy Flamenco techniques! ,Musical Instruments,Intermediate Level
Beginners Guide to Playing Guitar - Step-by-step System,Musical Instruments,Beginner Level
Guitar Kick Start,Musical Instruments,Beginner Level
Instant Harmonica – play Beethoven’s Ode to Joy right now!,Musical Instruments,Beginner Level
Funk Rhythm Guitar Techniques,Musical Instruments,All Levels
Flamenco Guitar,Musical Instruments,Beginner Level
Learn to play the Bouzouki - Greek Bouzouki Lessons,Musical Instruments,All Levels
Guitar Looper Basic Training,Musical Instruments,All Levels
Piano With Willie: Jazz Kids - Vol 1,Musical Instruments,Beginner Level
Instant Harmonica - play the Drunken Sailor sea shanty now! ,Musical Instruments,Beginner Level
Learn to Play Sweet Child of Mine,Musical Instruments,Intermediate Level
Bluegrass Guitar Essentials: Webisodes 1 & 2,Musical Instruments,Intermediate Level
Learn Monster GODJ,Musical Instruments,Beginner Level
What you can learn before Piano Lessons,Musical Instruments,Beginner Level
Learn to Play Tabla - The Indian drums,Musical Instruments,Beginner Level
Gitarre spielen wie die Profis,Musical Instruments,Beginner Level
Curso de piano 101 - Tocando partituras y acordes -,Musical Instruments,All Levels
Sintetizadores e Síntese Subtrativa,Musical Instruments,All Levels
Spielend Klavier lernen mit Freude und Erfolg,Musical Instruments,Beginner Level
Curso de ejercicios técnicos al piano Vol.2,Musical Instruments,All Levels
Curso de ejercicios técnicos al piano Vol.1,Musical Instruments,All Levels
Aprende escalas y arpegios Vol.2 : Modo menor,Musical Instruments,All Levels
Instant Harmonica - play Blowing in the Wind + Popeye theme!,Musical Instruments,All Levels
Instant Harmonica - play jazzy Autumn Leaves now (part one),Musical Instruments,Beginner Level
Trumpet Lessons For Beginners,Musical Instruments,Beginner Level
Guitar - Rock - Beginner/Intermediate with Marc Seal,Musical Instruments,Beginner Level
Learn to play in the Key of G on any Bluegrass Instrument,Musical Instruments,All Levels
Beginner Guitar Method,Musical Instruments,Beginner Level
How to Play Dan Fogelberg Songs on Guitar,Musical Instruments,Intermediate Level
Jews Harp - Advanced course,Musical Instruments,Expert Level
Instant Harmonica - play jazzy Autumn Leaves now (part two),Musical Instruments,Beginner Level
Jazz Guitar Reharmonization for Autumn Leaves,Musical Instruments,All Levels
Tenor Saxophone Lessons For Beginners,Musical Instruments,Beginner Level
Mike G's Beginner Drum Course: Part 2,Musical Instruments,All Levels
Instant Harmonica - play Summertime + Drunken Sailor now!,Musical Instruments,All Levels
Add Slide To Your Guitar Playing,Musical Instruments,All Levels
Piano With Willie: Piano Chords Vol. 2,Musical Instruments,Intermediate Level
Drum Lessons For Beginners,Musical Instruments,Beginner Level
Classical Guitar Finger-Picking: Right Hand Arpeggios,Musical Instruments,All Levels
"Rapidly Learn & Master Acoustic Guitar, Classic Fingerstyle",Musical Instruments,Beginner Level
Play tunes on harmonica and learn how to bend some notes,Musical Instruments,Beginner Level
